Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Dependency),Outward issue link (Duplicate),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Resolved Bugs/Defect),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (% Closed),Custom field (AE Name),Custom field (Acceptance Criteria),Custom field (Actions),Custom field (Actual Delivery Date),Custom field (Actual Start Date),Custom field (Agile Product Owner),Custom field (Agile QA Owner),Custom field (Aha! Reference),Custom field (Assigned Date),Custom field (Bug Triaged),Custom field (Campaign Overview),Custom field (Capitalizable),Custom field (Cart Click Thru URL),Custom field (Cart number),Custom field (Client Name),Custom field (Code Review Time),Custom field (CodeReview Owner),Custom field (Commercial Required?),Custom field (Conclusion),Custom field (Conclusion),Custom field (Content Schedule),Custom field (Copy),Custom field (Core message and specific copy:),Custom field (Country),Custom field (Country),Custom field (Country),Custom field (Country),Custom field (Country),Custom field (Creative Deliverables),Custom field (Deal Team),Custom field (Defect Found),Custom field (Design Due Date:),Custom field (Desktop CPM),Custom field (Desktop Click Thru URL),Custom field (Desktop impression goal),Custom field (Dev Hrs. Actual),Custom field (Dev Hrs. Estimate),Custom field (Dev Owner),Custom field (Device),Custom field (Display Description),Custom field (Display Name),Custom field (Due Date w/time),Custom field (End Date),Custom field (End Date w/time),Custom field (Environment Tested),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Revenue),Custom field (Flagged),Custom field (Flight End Date),Custom field (Flight Start Date),Custom field (Go Live),Custom field (Homepage takeover date),Custom field (If Commercial Required),"Custom field (If For Print, Color or Black/White?)",Custom field (If Logo Requested),Custom field (If Sponsored),Custom field (If sweepers/liners required),Custom field (Impact Statement),Custom field (Impacted Items),Custom field (Is this for Print or Web?),Custom field (Live Date),Custom field (Local or National),Custom field (Logo Requested),Custom field (Market),Custom field (Mobile CPM),Custom field (Mobile Click Thru URL),Custom field (Mobile impression goal),Custom field (Notes),Custom field (OS),Custom field (Official Contest Rules),Custom field (Owner),Custom field (PA#),Custom field (Page created?),Custom field (Preroll CPM),Custom field (Preroll Click Thru URL),Custom field (Preroll impression goal),Custom field (Primary Genre),Custom field (Primary Keyword),Custom field (Project Notes),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Release Date),Custom field (Requested Delivery Date),Custom field (Requested Placement - Specify),Custom field (Review Notes),Custom field (Risk Level),Custom field (Secondary Genre),Custom field (Send to Print Date:),Custom field (Severity Level),Custom field (Specific PMS colors to use?),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start Date),Custom field (Start Date w/time),Custom field (Station Sponsored?),Custom field (Station Type),Custom field (Station(s) - Specify),Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (Sweepers/Liners Required?),Custom field (Temporary or Permanent),Custom field (TestEng Hrs. Actual),Custom field (TestEng Hrs. Estimate),Custom field (TestEng Owner),Custom field (TestEng Required),Custom field (Testing Notes),Custom field (Testing Points),Custom field (Timeframe),Custom field (URL),Custom field (UXD Sizing),Custom field (Web Bug Prevention strategy),Custom field (What are the dimensions?),Custom field (What is the goal of this piece?),Custom field (What is the tone?),Custom field (What was changed?),Custom field (Who is the audience?),Custom field (git pull request url),Custom field (git sha1),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Can't Reject Stream Changes on Stream 7720 (Stage),AR-5094,656657,,Bug,Submitted,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,,amamut,ccrnyc2msw,ccrnyc2msw,14/Dec/18 9:36 AM,30/Apr/19 9:33 AM,03/May/19 9:49 AM,,,,,Streams,,,,0,,,,"Something's going on with stream 7720 on stage.  When you hit ""Reject"" in the changes screen, an error modal appears:

http://stream-manager.radioedit.ihrint.com/#/changes

 !image-2018-12-14-09-35-32-826.png|thumbnail! 

no console errors displayed.",,amamut,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/Dec/18 9:35 AM;ccrnyc2msw;image-2018-12-14-09-35-32-826.png;https://jira.ihrint.com/secure/attachment/176607/image-2018-12-14-09-35-32-826.png,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-4469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|i01027:b,9223372036854775807,,,,,,,,Severity 4:  Low,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,10/Jan/19 12:14 PM;amamut;Rejecting a new stream is something we don't support but can be added. When rejecting new streams we try to set it back to its previous value which is doesn't have because its brand new. If we reject a new stream should we be deleting it from radioedit?,"14/Jan/19 9:02 AM;ccrnyc2msw;Gotcha.  In this state, can we switch the remove button to a disabled state with hover text ""This is new station. Please accept the changes shown and then continue to edit as needed.""",,,,,,,,,,,,,,,,,,,,
Fix Validation Error on Long Title Feed Items,AR-5093,656654,,Bug,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,1120341,ccrnyc2msw,ccrnyc2msw,14/Dec/18 9:21 AM,01/Feb/19 3:09 PM,03/May/19 9:49 AM,23/Jan/19 3:10 PM,,2019.1.29 - Content,,Content Tool,,,,0,,,,"We need a better error message when ingested content has a title that is too long.

How about:

""Maximum Headline length is [maxlength] characters""",,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/Dec/18 9:18 AM;ccrnyc2msw;image-2018-12-14-09-18-52-833.png;https://jira.ihrint.com/secure/attachment/176606/image-2018-12-14-09-18-52-833.png,,,,,,,,,,,,,,,,,,,No,,Capitalizable,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-4232,,,,,,,,,,,,,,,,,29/Jan/19 12:00 AM,,,,,,,,,,,,,,,,,,,1|hz75mb:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_02_Barrel,,,,,,,,,,,"Create a content item from this piece of ingested content:

http://content.radioedit.ihrint.com/feeds/content%2Fbilboard-articles-fergie-reunites-with-black-eyed-peas-fam-on-fourth-of-july-see-the-sweet-photo

 !image-2018-12-14-09-18-52-833.png|thumbnail! ",2.0,,,,,,,,,,,,,,,,,,,,23/Jan/19 3:10 PM;ccrnyc2msw;Tested on stage.  Works for me.  ,,,,,,,,,,,,,,,,,,,,,
Exclude Items That Aren't Published From Content Lookups,AR-5092,656653,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,aroberts,ccrnyc2msw,ccrnyc2msw,14/Dec/18 9:16 AM,01/Feb/19 3:09 PM,03/May/19 9:49 AM,09/Jan/19 1:15 PM,,2019.1.29 - Content,,Content Tool,,,,0,,,,"Found while testing AR-5046.

The content embed block search returns results for items that are not published.  If an editor embeds one of these items and a user clicks on it, they'd get a 404.

We should update both the content embed and content link functions to only return items that are published.

Thinking we might be able to do this by setting the Status filter in the modal to Published by default?",,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AR-5046,AR-5140,,,,,,,,,,,,04/Jan/19 2:20 PM;ccrnyc2msw;screenshot-1.png;https://jira.ihrint.com/secure/attachment/177359/screenshot-1.png,09/Jan/19 12:08 PM;ccrnyc2msw;screenshot-2.png;https://jira.ihrint.com/secure/attachment/177715/screenshot-2.png,09/Jan/19 12:08 PM;ccrnyc2msw;screenshot-3.png;https://jira.ihrint.com/secure/attachment/177716/screenshot-3.png,,,,,,,,,,,,,,,,,No,,Capitalizable,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-4232,,,,,,,,,,,,,,,,,29/Jan/19 12:00 AM,,,,,,,,,,,,,,,,,,,1|i000s2:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_01_Apollo,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"04/Jan/19 2:20 PM;ccrnyc2msw;Tested on stage.  Not working as expected.  Now no results are being shown in the content lookup modal:

 !screenshot-1.png|thumbnail! 

The same filter ""test"" has been applied to both windows - the modal on the left should show the ones on the right that have been published.","09/Jan/19 12:08 PM;ccrnyc2msw;Re-tested on stage.

Confirmed that results for a given query match when the main list view is set to status = Published when adding a content embed block.

 !screenshot-3.png|thumbnail! 

However, tested the content link lookup option, and found that no results return:

 !screenshot-2.png|thumbnail! 

Lookup results in the Content Link option should match those shown in the Content Block option.","09/Jan/19 1:15 PM;ccrnyc2msw;Reviewed with Adam, this was found to be an unrelated issue.  Created AR-5140 to address before launch.

I'm good with closing this one out.",,,,,,,,,,,,,,,,,,,
Improve Apple News Validation Error Messaging In Tool,AR-5091,656651,652928,Sub-task,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,tlong,ccrnyc2msw,ccrnyc2msw,14/Dec/18 8:00 AM,01/Feb/19 3:09 PM,03/May/19 9:49 AM,02/Jan/19 3:10 PM,,2019.1.29 - Content,,Content Tool,,,,0,,,,"As a national content editor, I want the validation errors shown when I publish a piece of content to be more meaningful so I understand the best way to massage my content and not think that errors are a problem with the tool.",,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/Dec/18 8:42 AM;ccrnyc2msw;screenshot-1.png;https://jira.ihrint.com/secure/attachment/176594/screenshot-1.png,,,,,,,,,,,"# Validation errors displayed to users upon selection to distribute to Apple News updated as specified in the comments below.
# Block-specific errors should indicate which block the error occurs in following the setup built in AR-5053 that identifies which block/type is affected",,,,,,,,No,,Capitalizable,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/Jan/19 12:00 AM,,,,,,,,,,,,,,,,,,,1|hzzyc7:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_26_Ziggy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14/Dec/18 8:36 AM;ccrnyc2msw;||Condition||Existing Message||Proposed Message||Level||
|No origin specified|This item has no publish origin.|Please specify an Origin brand before publishing.|Error|
|Scheduled Blocks|This item has scheduled blocks, which are not supported.|Apple does not support scheduled blocks. Blocks with a start or end date will not be displayed on Apple News|Warning|
|Non Image Asset|Assets of type ""<anything not image, audio, video>"" are not supported.|Apple only supports Image asset blocks. Other asset types will not be displayed on Apple News|Warning|
|Catalog Blocks|Catalog blocks are not supported.|Listening Opportunity blocks are not supported by Apple and will not display on Apple News.|Warning|
|Content Block|Embedded content is not supported.|Embedded content blocks are not supported by Apple and will not display on Apple News.|Warning|
|Contest Block|Embedded contests are not supported.|Embedded contest blocks are not supported by Apple and will not display on Apple News.|Warning|
|Facebook Video|Facebook video is not supported, but Facebook posts containing videos are.|Facebook Videos are not supported by Apple and will not display on Apple News. If this video has been included in a normal Facebook post, embed that instead.|Warning|
|Non-Supported Embed|Embeds by provider <not youtube, fb, twitter, vimeo, instagram> are not supported.|This embed type is not supported by Apple and will not display on Apple News. Supported embed types are YouTube, Facebook Post, Twitter Post, Vimeo Video, and Instagram Photo.|Warning|
|Text Block Images|Images are not allowed inside text regions.|Apple does not support images included in a text block.  Please move the image to an Asset Block before publishing.|Error|
|Link With No Text|Links with no label text are not allowed.|Links with no text are not supported by Apple. Please ensure link is valid before publishing.  |Error|","14/Dec/18 8:42 AM;ccrnyc2msw;Re: AC#2, looking for the block identification text to be structured like:

 !screenshot-1.png|thumbnail! 

Block [Number] ([Block Type])",02/Jan/19 3:10 PM;ccrnyc2msw;Tested on stage.  Updates look good.  Confirmed that the appropriate error and/or warning message is displayed if the conditions specified are met.,,,,,,,,,,,,,,,,,,,
Update Content app to use Raygun,AR-5090,656632,,Story,Submitted,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,,,mbrown,mbrown,13/Dec/18 5:21 PM,15/Jan/19 8:29 AM,03/May/19 9:49 AM,,,,,Content Tool,,,,0,,,,,,tlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1. raygun unhandled exception reporting is implemented in client and server
2. Raven.captureException calls in syndication library are converted to raygun, including tags and custom data.",,,,,,,,No,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-4090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hz75m7:4,9223372036854775807,,,,,,,,Severity 4:  Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02/Jan/19 9:53 AM;tlong;We may want to wait on this until Biondo gets the contract terms sorted.,,,,,,,,,,,,,,,,,,,,,
"Can't search for content using ""Link"" block in the Content Tool",AR-5089,656611,,Bug,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,1120341,1112062,1112062,13/Dec/18 3:18 PM,01/Feb/19 3:03 PM,03/May/19 9:49 AM,14/Dec/18 10:32 AM,,2019.1.29 - Content,,Content Tool,,,,0,,,,"This is doesn't appear to happen when you link content using a ""Flex"" Block",,1112062,1119767,1120341,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/Dec/18 3:16 PM;1112062;image-2018-12-13-15-16-42-194.png;https://jira.ihrint.com/secure/attachment/176543/image-2018-12-13-15-16-42-194.png,14/Dec/18 10:29 AM;1112062;screenshot-1.png;https://jira.ihrint.com/secure/attachment/176622/screenshot-1.png,,,,,,,,,,"# Should be able to search for content to link using the ""Link"" block in the template builder, given the content is under an approve page type when configuring the ""Link"" block",,,,,,,,No,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3686,,,,,,,,,,,,,,,,,29/Jan/19 12:00 AM,,,,,,,,,,,,,,,,,,,1|hzzy73:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_26_Ziggy,,,,,,,,,,,"# Try editing this: http://content.radioedit.ihrint.com/content/5c1281e630e23c6359533873
# Scroll down to ""Guest 1"" section which is using the Link block in the template builder
# Try searching for content to link to, searching shows no results:
 !image-2018-12-13-15-16-42-194.png|thumbnail! ",2.0,,,,,,,,,,,,,,,,,,,,13/Dec/18 3:34 PM;1120341;This should be fixed on deploy. Please let me know if otherwise.,13/Dec/18 4:05 PM;1119767;Confirmed still broken,"14/Dec/18 9:42 AM;ccrnyc2msw;Tested on stage using the above steps to reproduce.  This seems to be working for me.  [~1112062], can you have a look and make sure this is working as expected?",14/Dec/18 10:08 AM;1119767;He already confirmed in chat it was working as expected.,14/Dec/18 10:09 AM;ccrnyc2msw;Need it in the ticket please :),"14/Dec/18 10:30 AM;1112062;Looks good in stage:
 !screenshot-1.png|thumbnail! 

Worked a handful of times too",14/Dec/18 10:32 AM;ccrnyc2msw;Thanks!,,,,,,,,,,,,,,,
Can't change origin and primary market once they have been set,AR-5088,656591,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,amamut,amamut,amamut,13/Dec/18 12:49 PM,25/Jan/19 9:31 AM,03/May/19 9:49 AM,14/Dec/18 9:41 AM,,2019.1.15,,Streams,,,,0,,,,"When looking at http://stream-manager.radioedit.iheart.com/#/stream/edit/8175 I was not able to swap the origin market to ""Corporate"".

There is a bug which doesn't allow for changing of markets after they have been set.",,amamut,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Can change the origin and primary market after they have been set.,,,,,,,,No,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/Jan/19 12:00 AM,,,,,,,,,,,,,,,,,,,1|hzzy4f:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_26_Ziggy,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"14/Dec/18 9:41 AM;ccrnyc2msw;Tested on stage.

Updated http://stream-manager.radioedit.ihrint.com/#/stream/edit/7216

Existing Primary market: DIGITAL-NAT
Existing Origin Market: DIGITALCHANNELS

New Primary Market: ITHACA-NY
New Origin Market: CORPORATE

Confirmed changes successfully saved.

Confirmed changes appear correctly in the changes window and can be accepted.

Tested stream API: http://stream-manager.radioedit.ihrint.com/api/streams?country=US

Confirmed primary and origin market reflect those set in the tool.

This looks good to me. ",,,,,,,,,,,,,,,,,,,,,
New Stream Creation Fails On Market,AR-5087,656582,,Bug,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,amamut,ccrnyc2msw,ccrnyc2msw,13/Dec/18 11:19 AM,25/Jan/19 9:31 AM,03/May/19 9:49 AM,09/Jan/19 2:08 PM,,2019.1.15,,Streams,,,,0,,,,"When you create a new stream via Add Station, it looks like initial save of the stream is bombing on something related to the market.  Seems to be primarily happening if you have the same market for both primary market and origin market.

This doesn't appear to be happening via Quick Add.

The following error is shown in the client:

{code:java}
TypeError: Cannot read property 'market_id' of undefined at t.<anonymous> (http://stream-manager.radioedit.iheart.com/main.0955829fdd7f039ed95c.bundle.js:1:146658) at http://stream-manager.radioedit.iheart.com/main.0955829fdd7f039ed95c.bundle.js:1:135486 at Object.next (http://stream-manager.radioedit.iheart.com/main.0955829fdd7f039ed95c.bundle.js:1:135591) at http://stream-manager.radioedit.iheart.com/main.0955829fdd7f039ed95c.bundle.js:1:134534 at new t (http://stream-manager.radioedit.iheart.com/polyfills.6be7346984a6c958d68d.bundle.js:1:49908) at H4kj.He (http://stream-manager.radioedit.iheart.com/main.0955829fdd7f039ed95c.bundle.js:1:134311) at t.convertMarkets (http://stream-manager.radioedit.iheart.com/main.0955829fdd7f039ed95c.bundle.js:1:145765) at t.<anonymous> (http://stream-manager.radioedit.iheart.com/main.0955829fdd7f039ed95c.bundle.js:1:147906) at http://stream-manager.radioedit.iheart.com/main.0955829fdd7f039ed95c.bundle.js:1:135486 at Object.next (http://stream-manager.radioedit.iheart.com/main.0955829fdd7f039ed95c.bundle.js:1:135591)
{code}

No Streams-specific console error displayed.",,1119007,amamut,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,AR-5088,AR-5094,,,,,,,,,,,,10/Jan/19 10:25 AM;1119007;RejectChangesError.png;https://jira.ihrint.com/secure/attachment/177813/RejectChangesError.png,,,,,,,,,,,# New stream setup using values similar to those listed in Steps to Reproduce should successfully save,,,,,,,,No,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-4469,,,,,,,,,,,,,,,,,15/Jan/19 12:00 AM,,,,,,,,,,,,,,,,,,,1|i000oj:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_01_Apollo,,,,,,,,,,,"# Login to Streams production
# Hit New Station button
# Supply values as follows:
Logo: (choose one)
Station Name: Mike Test 12/13
Description: Mike Test 12/13
Call Sign: Mike1213
Band: FL
Frequency: 0
Provider: Other
Primary Market: Corporate
Origin Market: Corporate
Primary Genre: Artist-Hosted Stations
# Save and observe error",1.0,,,,,,,,,,,,,,,,,,,,"04/Jan/19 10:25 AM;1119007;MX was also experiencing the error via Add Station. I created the station via quick add for them, but we were using the following values:

Name: Fitness Music
Description: Fitness Music
Calls: ACIRDS92
Band: FL
Freq: 0.0
Market: CiudaddeMexico-CMX (both origin and primary)
Genre: Mix and Variety","07/Jan/19 12:43 PM;amamut;This may be fixed by AR-5088 where primary and origin markets couldn't be the same. Does this happen when primary and origin are different?

I suggest pushing AR-5088 live and seeing if this fixes the issue because I don't see any issues with creating these in stage: http://stream-manager.radioedit.ihrint.com/#/stream/edit/7222, http://stream-manager.radioedit.ihrint.com/#/stream/edit/7221

","07/Jan/19 3:04 PM;ccrnyc2msw;If this is working ok on stage, I'm going to chalk it up to being resolved by the other ticket.

I'm ok with closing this out as complete; i can tag with the next fix version.

[~1119007], would you mind trying to create the above station on Stage to make sure it's working for you as well?",09/Jan/19 2:08 PM;ccrnyc2msw;Sounds like this is resolved.  Closing as complete.  ,"10/Jan/19 10:25 AM;1119007;Sorry for the delay here. I was able to create a station, but getting an error when rejecting the changes. ",10/Jan/19 10:30 AM;ccrnyc2msw;Rejection error is captured in AR-5094,10/Jan/19 10:34 AM;1119007;thx,,,,,,,,,,,,,,,
Pivot Streams Added 12/10 Aren't Showing Up in API,AR-5086,656577,,Bug,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,amamut,ccrnyc2msw,ccrnyc2msw,13/Dec/18 10:53 AM,13/Dec/18 11:38 AM,03/May/19 9:49 AM,13/Dec/18 11:38 AM,,,,Streams,,,,0,,,,"In AR-4607, a number of streams had a pivot url added.  While these are showing in the tool, they are not appearing in the API.

We need to find out why what is shown in the tool does not reflect in the API.

",,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AR-4607,,,,,,,,,,,,,13/Dec/18 10:53 AM;ccrnyc2msw;screenshot-1.png;https://jira.ihrint.com/secure/attachment/176512/screenshot-1.png,13/Dec/18 10:54 AM;ccrnyc2msw;screenshot-2.png;https://jira.ihrint.com/secure/attachment/176513/screenshot-2.png,,,,,,,,,,"# If a pivot URL is provided on a stream as visible in the streams edit screen, it should be returned in the API",,,,,,,,No,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-4469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hzzy0v:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_26_Ziggy,,,,,,,,,,,"# Stream 6586 was on the list to have Pivot enabled
# A Pivot URL appears at http://stream-manager.radioedit.iheart.com/#/stream/edit/6586
# No Pivot URL is included for that stream at http://stream-manager.radioedit.iheart.com/api/streams?country=US",1.0,,,,,,,,,,,,,,,,,,,,13/Dec/18 11:06 AM;ccrnyc2msw;Confirmed that the pivot URLs are now appearing in the API for the Boston stations.  Awaiting verification from AMP team.,13/Dec/18 11:38 AM;ccrnyc2msw;Kerry confirmed this is working now.  Closing.,,,,,,,,,,,,,,,,,,,,
Expand Warning Message on Content Unpublish/Delete to reference calendar tool implications,AR-5085,656526,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,mbrown,ccrnyc2msw,ccrnyc2msw,12/Dec/18 3:35 PM,01/Feb/19 3:08 PM,03/May/19 9:49 AM,04/Jan/19 2:12 PM,,2019.1.29 - Content,,Content Tool,,,,0,,,,"As a local editor that creates calendar events, I want to be warned that deleting or unpublishing a content item may result in user seeing 404 pages so that I can take steps to minimize this from happening.",,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"# Content delete modal subtext updated to ""This will result in users being shown a 404 error page.  Calendar event pages using this content item will also no longer load.  Deleted content is not recoverable.""
# Content unpublish confirmation modal added with title ""Unpublish Content Item?"" and subtext ""This will result in users being shown a 404 error page.  Calendar event pages using this content item will also no longer load.""",,,,,,,,No,,Capitalizable,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/Jan/19 12:00 AM,,,,,,,,,,,,,,,,,,,1|i000rx:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_01_Apollo,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,04/Jan/19 2:12 PM;ccrnyc2msw;Tested on stage.  Confirmed that both the delete and unpublish buttons show the error text listed above.  This looks good to me. ,,,,,,,,,,,,,,,,,,,,,
Make Streams Primary Brand Per Genre Available To Other Apps,AR-5084,656518,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,amamut,ccrnyc2msw,ccrnyc2msw,12/Dec/18 3:22 PM,25/Jan/19 9:32 AM,03/May/19 9:49 AM,08/Jan/19 2:40 PM,,2019.1.15,,Streams,,,,0,,,,"Unblock AR-5073.

Make the primary brand associated with each genre available to other apps.  See AR-5073 for end goal.  ",,amamut,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,AR-5073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Capitalizable,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/Jan/19 12:00 AM,,,,,,,,,,,,,,,,,,,1|i000ol:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_01_Apollo,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,08/Jan/19 2:40 PM;ccrnyc2msw;No product review on this one.  Will test in the linked WebAPI ticket.,"09/Jan/19 8:28 AM;amamut;Genre endpoint without rank data:
https://stream-manager.radioedit.ihrint.com/api/v3/genre/16

Genre endpoint with rank data for a country:
https://stream-manager.radioedit.ihrint.com/api/v3/genre/16?country=US

Genre missing 404:
https://stream-manager.radioedit.ihrint.com/api/v3/genre/1000","09/Jan/19 11:15 AM;ccrnyc2msw;At Alex's suggestion, I tested the above end points.  Found that genres with a brand specified include it.  Those that don't collapse the field.  Country param seems to have no impact (which i believe is correct because there's currently no provision in the tool to specify a different brand per country).  Missing genre seems to behave the same way it does on prod.",,,,,,,,,,,,,,,,,,,
XX - Investigate CORS errors upon inserting asset into content tool,AR-5083,656515,,Story,Submitted,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,,,ccrnyc2msw,ccrnyc2msw,12/Dec/18 3:07 PM,29/Mar/19 10:23 AM,03/May/19 9:49 AM,,,,,Content Tool,,,,0,,,,"See AR-5035 for details

",,1119767,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,AR-5035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-4232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hz765p:,9223372036854775807,,,,,,,,Severity 4:  Low,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,29/Mar/19 10:23 AM;1119767;We were pointed at the wrong mediaserver.,,,,,,,,,,,,,,,,,,,,,
